sp_id,sp_hh_id,serialno,stcotrbg,age,sex,race,sporder,relate,sp_school_id,sp_work_id
123411481,1576396,2011000317919,"010010204002",4,1,1,3,2,450074705,
123411493,1588857,2011000317919,"010010209001",4,1,1,3,2,450065180,
123411501,1583994,2011000317919,"010010208011",29,1,1,2,1,,500135981
123411502,1583994,2011000317919,"010010208011",4,1,1,3,2,450056893,
123411510,1588512,2011000317919,"010010209001",29,1,1,2,1,,500137264
123411512,1588512,2011000317919,"010010209001",25,2,1,1,0,,500145064
123411515,1581240,2011000317919,"010010206001",25,2,1,1,0,,500139392
123411519,1583916,2011000317919,"010010208011",29,1,1,2,1,,500135271
123411521,1583916,2011000317919,"010010208011",25,2,1,1,0,,500143765
123420101,1576858,2011000329751,"010010204004",54,1,1,1,0,,500130994
123420104,1574751,2011000329751,"010010203001",52,2,1,2,1,,
123420105,1574751,2011000329751,"010010203001",54,1,1,1,0,,500137998
123420108,1582888,2011000329751,"010010207001",52,2,1,2,1,,
123420116,1584895,2011000329751,"010010208021",52,2,1,2,1,,
123420117,1584895,2011000329751,"010010208021",54,1,1,1,0,,500144424
123420118,1584544,2011000329751,"010010208012",52,2,1,2,1,,
123422232,1579610,2011000332683,"010010205002",33,1,6,1,0,,500140978
123422233,1579610,2011000332683,"010010205002",28,2,6,2,1,,500136522
123422246,1573698,2011000332683,"010010202001",33,1,6,1,0,,500136331
123422261,1579787,2011000332683,"010010205002",28,2,6,2,1,,500110767
123422280,1578574,2011000332683,"010010205002",33,1,6,1,0,,500139392
123422294,1578009,2011000332683,"010010205002",33,1,6,1,0,,500137333
123422300,1573622,2011000332683,"010010202001",33,1,6,1,0,,500141389
123422301,1573622,2011000332683,"010010202001",28,2,6,2,1,,500141998
123422305,1573516,2011000332683,"010010202001",28,2,6,2,1,,500140282
123422314,1578397,2011000332683,"010010205002",33,1,6,1,0,,500129649
123422315,1578397,2011000332683,"010010205002",28,2,6,2,1,,500146094
123422321,1573643,2011000332683,"010010202001",28,2,6,2,1,,500110667
123422323,1579638,2011000332683,"010010205002",28,2,6,2,1,,500143427
123422335,1573685,2011000332683,"010010202001",28,2,6,2,1,,500144838
123422352,1580135,2011000332808,"010010205002",26,2,1,2,10,,500143283
123429262,1583186,2011000345963,"010010207001",40,1,2,1,0,,
123429263,1574036,2011000345963,"010010202002",40,1,2,1,0,,
123429265,1589163,2011000345963,"010010209002",40,1,2,1,0,,
123429938,1584106,2011000347768,"010010208012",54,1,1,1,0,,500145485
123429939,1584106,2011000347768,"010010208012",49,2,1,2,10,,500140338
123429940,1577304,2011000347768,"010010205001",54,1,1,1,0,,500143765
123429941,1577304,2011000347768,"010010205001",49,2,1,2,10,,500143263
123429948,1586485,2011000347768,"010010208022",54,1,1,1,0,,500144922
123429949,1586485,2011000347768,"010010208022",49,2,1,2,10,,500134211
123435713,1587060,2011000358208,"010010208023",42,2,2,1,0,,500143765
123435714,1587060,2011000358208,"010010208023",46,1,2,2,1,,500137162
123435752,1591357,2011000358208,"010010210002",42,2,2,1,0,,500143765
123435753,1591357,2011000358208,"010010210002",46,1,2,2,1,,500140978
123435755,1583400,2011000358208,"010010207002",42,2,2,1,0,,500130234
123435780,1592862,2011000358208,"010010211003",46,1,2,2,1,,500147176
123435781,1592862,2011000358208,"010010211003",1,1,2,3,2,,
123435795,1574026,2011000358208,"010010202002",46,1,2,2,1,,500135981
123435797,1578311,2011000358208,"010010205002",42,2,2,1,0,,500145522
123435798,1578311,2011000358208,"010010205002",46,1,2,2,1,,500110094
123435799,1578311,2011000358208,"010010205002",1,1,2,3,2,,
123435807,1592239,2011000358208,"010010211001",46,1,2,2,1,,507053470
123437600,1583365,2011000361273,"010010207002",65,2,1,2,1,,
123437601,1583365,2011000361273,"010010207002",72,1,1,1,0,,
123437641,1582025,2011000361273,"010010206001",72,1,1,1,0,,
123437993,1575962,2011000362028,"010010204002",20,2,1,3,5,,500143978
123437995,1575962,2011000362028,"010010204002",66,2,1,1,0,,
123438002,1576047,2011000362028,"010010204002",20,2,1,3,5,,500142451
123438004,1576047,2011000362028,"010010204002",66,2,1,1,0,,
123438005,1576582,2011000362028,"010010204003",20,2,1,3,5,,500140338
123438006,1576582,2011000362028,"010010204003",44,2,1,2,2,,500140712
123438011,1584419,2011000362028,"010010208012",20,2,1,3,5,,500145880
123438012,1584419,2011000362028,"010010208012",44,2,1,2,2,,500145048
123438013,1584419,2011000362028,"010010208012",66,2,1,1,0,,
123438023,1584788,2011000362028,"010010208021",20,2,1,3,5,,500141483
123438024,1584788,2011000362028,"010010208021",44,2,1,2,2,,500143599
123438025,1584788,2011000362028,"010010208021",66,2,1,1,0,,
123438026,1589575,2011000362028,"010010209003",20,2,1,3,5,,500143765
123438028,1589575,2011000362028,"010010209003",66,2,1,1,0,,
123438033,1586207,2011000362028,"010010208022",44,2,1,2,2,,500143655
123438037,1587408,2011000362028,"010010208023",66,2,1,1,0,,
123438045,1581631,2011000362028,"010010206001",44,2,1,2,2,,500145012
123438053,1574656,2011000362028,"010010203001",20,2,1,3,5,,500141555
123438058,1589937,2011000362028,"010010209003",66,2,1,1,0,,
123438064,1577164,2011000362028,"010010205001",66,2,1,1,0,,
123441819,1592392,2011000367842,"010010211002",19,2,2,3,2,,500139169
123441822,1572978,2011000367842,"010010201002",19,2,2,3,2,,500144219
123441823,1572978,2011000367842,"010010201002",42,2,2,2,1,,
123441824,1572978,2011000367842,"010010201002",44,1,2,1,0,,500133851
123441837,1585576,2011000367842,"010010208021",19,2,2,3,2,,500144207
123441838,1585576,2011000367842,"010010208021",42,2,2,2,1,,
123441839,1585576,2011000367842,"010010208021",44,1,2,1,0,,500143522
123441856,1591039,2011000367842,"010010210002",42,2,2,2,1,,
123441857,1591039,2011000367842,"010010210002",44,1,2,1,0,,500145582
123441864,1580309,2011000367842,"010010205002",19,2,2,3,2,,500143729
123441865,1580309,2011000367842,"010010205002",42,2,2,2,1,,
123441953,1591924,2011000367842,"010010211001",44,1,2,1,0,,507053309
123441970,1577852,2011000367842,"010010205002",42,2,2,2,1,,
123441971,1577852,2011000367842,"010010205002",44,1,2,1,0,,500140152
123441980,1573386,2011000367842,"010010202001",44,1,2,1,0,,500141483
123442147,1574973,2011000368373,"010010203001",8,2,1,4,2,450074705,
123442148,1574973,2011000368373,"010010203001",31,1,1,1,0,,500144986
123442149,1574973,2011000368373,"010010203001",33,2,1,2,1,,500143211
123442157,1585007,2011000368373,"010010208021",8,2,1,4,2,450055504,
123442158,1585007,2011000368373,"010010208021",31,1,1,1,0,,500110372
123442161,1585007,2011000368373,"010010208021",10,2,1,3,2,450055504,
123442162,1585583,2011000368373,"010010208021",8,2,1,4,2,450055504,
123442164,1585583,2011000368373,"010010208021",33,2,1,2,1,,500142115
123442165,1585583,2011000368373,"010010208021",59,2,1,5,4,,
123442166,1585583,2011000368373,"010010208021",10,2,1,3,2,450055504,
123442167,1587085,2011000368373,"010010208023",8,2,1,4,2,450055504,
123442170,1587085,2011000368373,"010010208023",59,2,1,5,4,,
123442171,1587085,2011000368373,"010010208023",10,2,1,3,2,450055504,
123442183,1587125,2011000368373,"010010208023",31,1,1,1,0,,500133652
123442185,1587125,2011000368373,"010010208023",59,2,1,5,4,,
123442187,1579778,2011000368373,"010010205002",8,2,1,4,2,450074705,
123442188,1579778,2011000368373,"010010205002",31,1,1,1,0,,500137859
123442191,1579778,2011000368373,"010010205002",10,2,1,3,2,450062999,
123442854,1581975,2011000369444,"010010206001",80,2,1,1,0,,
123442862,1580822,2011000369444,"010010205003",80,2,1,1,0,,
123442864,1575134,2011000369444,"010010203002",80,2,1,1,0,,
123445942,1583199,2011000373899,"010010207001",25,2,2,1,0,,
123445943,1583199,2011000373899,"010010207001",4,2,2,2,2,,
123445952,1591189,2011000373899,"010010210002",25,2,2,1,0,,
123445957,1592015,2011000373899,"010010211001",4,2,2,2,2,,
123445969,1587238,2011000373899,"010010208023",4,2,2,2,2,,
123446002,1582725,2011000373899,"010010207001",25,2,2,1,0,,
123446003,1582725,2011000373899,"010010207001",4,2,2,2,2,,
123446347,1579178,2011000374569,"010010205002",5,1,1,4,2,450087283,
123446349,1579178,2011000374569,"010010205002",39,2,1,1,0,,500147106
123446350,1573761,2011000374569,"010010202002",8,2,1,3,2,450087279,
123446351,1573761,2011000374569,"010010202002",5,1,1,4,2,450087283,
123446353,1573761,2011000374569,"010010202002",39,2,1,1,0,,500143269
123452348,1580610,2011000385179,"010010205003",78,2,1,2,1,,
123452349,1580610,2011000385179,"010010205003",78,1,1,1,0,,
123453726,1586272,2011000388189,"010010208022",9,2,1,3,2,450079463,
123453738,1582113,2011000388189,"010010206002",9,2,1,3,2,450087279,
123456181,1588117,2011000391550,"010010208024",41,2,1,2,1,,500138318
123456182,1588117,2011000391550,"010010208024",43,1,1,1,0,,500135633
123456199,1588423,2011000391550,"010010208024",41,2,1,2,1,,500147000
123456205,1573096,2011000391550,"010010201002",41,2,1,2,1,,500143907
123456206,1573096,2011000391550,"010010201002",43,1,1,1,0,,500145074
123456229,1584399,2011000391550,"010010208012",41,2,1,2,1,,500131443
123456230,1584399,2011000391550,"010010208012",43,1,1,1,0,,500139728
123456238,1584031,2011000391550,"010010208012",41,2,1,2,1,,500145419
123458792,1575480,2011000395816,"010010204001",75,1,1,1,0,,
123458799,1589227,2011000395816,"010010209002",69,2,1,2,1,,500143521
123458800,1589227,2011000395816,"010010209002",75,1,1,1,0,,
123458809,1581067,2011000395816,"010010205003",69,2,1,2,1,,500129780
123458810,1581067,2011000395816,"010010205003",75,1,1,1,0,,
123458824,1589200,2011000395816,"010010209002",75,1,1,1,0,,
123460618,1577187,2011000399171,"010010205001",52,1,1,1,0,,500111322
123460620,1577539,2011000399171,"010010205001",52,1,1,1,0,,500143765
123460634,1577634,2011000399171,"010010205001",52,1,1,1,0,,500137333
123460643,1589416,2011000399171,"010010209002",52,1,1,1,0,,500146063
123460824,1577108,2011000399782,"010010205001",66,1,1,1,0,,
123460827,1576798,2011000399782,"010010204003",66,1,1,1,0,,
123460831,1587248,2011000399782,"010010208023",66,1,1,1,0,,
123460833,1574749,2011000399782,"010010203001",66,1,1,1,0,,
123460839,1582878,2011000399782,"010010207001",66,1,1,1,0,,
123460851,1580048,2011000399782,"010010205002",66,1,1,1,0,,
123460854,1572991,2011000399782,"010010201002",66,1,1,1,0,,
123462366,1592171,2011000402527,"010010211001",72,1,2,1,0,,
123462367,1574095,2011000402527,"010010202002",72,1,2,1,0,,
123467872,1580304,2011000409704,"010010205002",57,2,2,1,0,,500139392
123467873,1580304,2011000409704,"010010205002",25,2,2,2,2,,
123467874,1580304,2011000409704,"010010205002",3,2,2,4,5,,
123467888,1585376,2011000409704,"010010208021",57,2,2,1,0,,500143765
123467890,1585376,2011000409704,"010010208021",3,2,2,4,5,,
123467891,1585376,2011000409704,"010010208021",6,2,2,3,5,450087279,
123467947,1573525,2011000409704,"010010202001",6,2,2,3,5,450087279,
123467957,1588475,2011000409704,"010010209001",25,2,2,2,2,,
123467958,1588475,2011000409704,"010010209001",3,2,2,4,5,,
123467959,1588475,2011000409704,"010010209001",6,2,2,3,5,450087279,
123467972,1575135,2011000409704,"010010203002",57,2,2,1,0,,500144259
123467973,1575135,2011000409704,"010010203002",25,2,2,2,2,,
123467974,1575135,2011000409704,"010010203002",3,2,2,4,5,,
123467980,1592161,2011000409704,"010010211001",57,2,2,1,0,,500145517
123467984,1581792,2011000409704,"010010206001",57,2,2,1,0,,500138393
123467985,1581792,2011000409704,"010010206001",25,2,2,2,2,,
123467986,1581792,2011000409704,"010010206001",3,2,2,4,5,,
123467993,1591643,2011000409704,"010010211001",25,2,2,2,2,,
123467994,1591643,2011000409704,"010010211001",3,2,2,4,5,,
123467995,1591643,2011000409704,"010010211001",6,2,2,3,5,450087279,
123468014,1573625,2011000409704,"010010202001",3,2,2,4,5,,
123468015,1573625,2011000409704,"010010202001",6,2,2,3,5,450087279,
123468016,1583705,2011000409704,"010010208011",57,2,2,1,0,,500145968
123468017,1583705,2011000409704,"010010208011",25,2,2,2,2,,
123468018,1583705,2011000409704,"010010208011",3,2,2,4,5,,
123468019,1583705,2011000409704,"010010208011",6,2,2,3,5,450087279,
123469282,1576859,2011000411352,"010010204004",58,1,1,1,0,,500139792
123469296,1591094,2011000411352,"010010210002",58,1,1,1,0,,500140662
123469303,1575153,2011000411352,"010010203002",48,2,1,2,1,,500110543
123469304,1575153,2011000411352,"010010203002",58,1,1,1,0,,500138176
123469305,1579988,2011000411352,"010010205002",48,2,1,2,1,,500140916
123469306,1579988,2011000411352,"010010205002",58,1,1,1,0,,500129632
123469315,1590159,2011000411352,"010010209004",48,2,1,2,1,,500139169
123469316,1590159,2011000411352,"010010209004",58,1,1,1,0,,500145407
123469322,1586087,2011000411352,"010010208022",58,1,1,1,0,,500139414
123469327,1585959,2011000411352,"010010208022",48,2,1,2,1,,500137264
123469816,1592788,2011000412424,"010010211003",57,1,1,1,0,,500144120
123469837,1585648,2011000412424,"010010208021",57,1,1,1,0,,500143415
123470061,1580505,2011000412822,"010010205003",48,1,1,1,0,,500135911
123470083,1579672,2011000412822,"010010205002",12,2,1,3,2,450087281,
123470085,1578508,2011000412822,"010010205002",48,1,1,1,0,,500131910
123470086,1578508,2011000412822,"010010205002",8,1,1,4,2,450079463,
123470089,1574247,2011000412822,"010010203001",48,1,1,1,0,,500140978
123470091,1574247,2011000412822,"010010203001",12,2,1,3,2,450087282,
123470099,1582672,2011000412822,"010010207001",12,2,1,3,2,450087281,
123470101,1586310,2011000412822,"010010208022",48,1,1,1,0,,500144587
123470103,1586310,2011000412822,"010010208022",12,2,1,3,2,450087282,
123470106,1580652,2011000412822,"010010205003",8,1,1,4,2,450079463,
123470119,1584849,2011000412822,"010010208021",12,2,1,3,2,450087282,
123470120,1584849,2011000412822,"010010208021",44,2,1,2,1,,
123470121,1585454,2011000412822,"010010208021",48,1,1,1,0,,500142781
123470123,1585454,2011000412822,"010010208021",12,2,1,3,2,450087282,
123470133,1584959,2011000412822,"010010208021",48,1,1,1,0,,500110150
123470134,1584959,2011000412822,"010010208021",8,1,1,4,2,450087279,
123470136,1584959,2011000412822,"010010208021",44,2,1,2,1,,
123470139,1578155,2011000412822,"010010205002",12,2,1,3,2,450087281,
123470140,1578155,2011000412822,"010010205002",44,2,1,2,1,,
123470145,1580954,2011000412822,"010010205003",48,1,1,1,0,,500143765
123470146,1580954,2011000412822,"010010205003",8,1,1,4,2,450079463,
123470147,1580954,2011000412822,"010010205003",12,2,1,3,2,450087281,
123470149,1577445,2011000412822,"010010205001",48,1,1,1,0,,500144186
123470150,1577445,2011000412822,"010010205001",8,1,1,4,2,450079463,
123470151,1577445,2011000412822,"010010205001",12,2,1,3,2,450087281,
123470162,1587002,2011000412822,"010010208023",8,1,1,4,2,450087279,
123470164,1587002,2011000412822,"010010208023",44,2,1,2,1,,
123470167,1580992,2011000412822,"010010205003",12,2,1,3,2,450087281,
123470169,1587195,2011000412822,"010010208023",48,1,1,1,0,,500109688
123470170,1587195,2011000412822,"010010208023",8,1,1,4,2,450087279,
123470172,1587195,2011000412822,"010010208023",44,2,1,2,1,,
123470175,1577722,2011000412822,"010010205001",12,2,1,3,2,450087281,
123470176,1577722,2011000412822,"010010205001",44,2,1,2,1,,
123470177,1584301,2011000412822,"010010208012",48,1,1,1,0,,500139169
123470769,1586590,2011000413840,"010010208022",28,1,1,1,0,,500139710
123470781,1575088,2011000413840,"010010203002",28,1,1,1,0,,500140978
123470793,1591322,2011000413840,"010010210002",28,1,1,1,0,,500142243
123470798,1583554,2011000413840,"010010207002",28,1,1,2,9,,500136071
123471943,1590628,2011000415753,"010010210001",42,2,1,1,0,,500145355
123471944,1590628,2011000415753,"010010210001",44,1,1,2,1,,500146326
123471945,1590628,2011000415753,"010010210001",17,2,1,3,2,450077319,500148115
123471947,1573933,2011000415753,"010010202002",44,1,1,2,1,,500110186
123471955,1588381,2011000415753,"010010208024",42,2,1,1,0,,500144334
123471960,1587998,2011000415753,"010010208024",17,2,1,3,2,450087280,500110186
123471963,1578140,2011000415753,"010010205002",17,2,1,3,2,450087280,500145079
123471970,1581437,2011000415753,"010010206001",42,2,1,1,0,,500133506
123471971,1581437,2011000415753,"010010206001",44,1,1,2,1,,500140978
123471972,1581437,2011000415753,"010010206001",17,2,1,3,2,450087280,500145048
123471979,1581375,2011000415753,"010010206001",42,2,1,1,0,,500111148
123471981,1581375,2011000415753,"010010206001",17,2,1,3,2,450087280,500139884
123471985,1588796,2011000415753,"010010209001",42,2,1,1,0,,500144803
123472006,1586382,2011000415753,"010010208022",42,2,1,1,0,,500136187
123472008,1586382,2011000415753,"010010208022",17,2,1,3,2,450087280,500109885
123472018,1574500,2011000415753,"010010203001",42,2,1,1,0,,500143309
123472019,1574500,2011000415753,"010010203001",44,1,1,2,1,,500141868
123472021,1580344,2011000415753,"010010205002",42,2,1,1,0,,500138493
123472023,1580344,2011000415753,"010010205002",17,2,1,3,2,450087280,500141868
123472024,1589238,2011000415753,"010010209002",42,2,1,1,0,,500147160
123472025,1589238,2011000415753,"010010209002",44,1,1,2,1,,500140574
123472026,1589238,2011000415753,"010010209002",17,2,1,3,2,450084530,500139392
123472030,1585257,2011000415753,"010010208021",42,2,1,1,0,,500142302
123472031,1585257,2011000415753,"010010208021",44,1,1,2,1,,500143765
123472040,1586477,2011000415753,"010010208022",44,1,1,2,1,,500144194
123472042,1592570,2011000415753,"010010211003",42,2,1,1,0,,500144237
123472044,1592570,2011000415753,"010010211003",17,2,1,3,2,450087280,516845036
123472045,1576637,2011000415753,"010010204003",42,2,1,1,0,,500142307
123472061,1573985,2011000415753,"010010202002",44,1,1,2,1,,500137859
123472062,1573985,2011000415753,"010010202002",17,2,1,3,2,450087280,500109885
123473666,1582206,2011000418087,"010010206002",60,1,1,2,1,,500129496
123473679,1572757,2011000418087,"010010201001",49,2,1,1,0,,500145079
123473690,1587860,2011000418087,"010010208024",60,1,1,2,1,,500145478
123473697,1583417,2011000418087,"010010207002",49,2,1,1,0,,500130961
123473698,1574857,2011000418087,"010010203001",60,1,1,2,1,,500143959
123473699,1574857,2011000418087,"010010203001",49,2,1,1,0,,500144721
123473716,1591480,2011000418087,"010010210002",60,1,1,2,1,,500143915
123473717,1591480,2011000418087,"010010210002",49,2,1,1,0,,500136330
123473720,1577995,2011000418087,"010010205002",60,1,1,2,1,,500145783
123473722,1583801,2011000418087,"010010208011",60,1,1,2,1,,500143776
123473732,1578084,2011000418087,"010010205002",60,1,1,2,1,,500131443
123473733,1578084,2011000418087,"010010205002",49,2,1,1,0,,500143915
123474132,1576832,2011000419459,"010010204003",82,1,1,1,0,,
123480323,1585232,2011000427369,"010010208021",58,1,1,1,0,,
123480836,1586363,2011000429349,"010010208022",38,2,1,2,1,,500144814
123480838,1586363,2011000429349,"010010208022",9,1,1,4,2,450087279,
123480848,1586320,2011000429349,"010010208022",38,2,1,2,1,,500135811
123480849,1586320,2011000429349,"010010208022",10,1,1,3,2,450087279,
123480863,1576328,2011000429349,"010010204002",39,1,1,1,0,,500144132
123480864,1576328,2011000429349,"010010204002",38,2,1,2,1,,500133308
123480865,1576328,2011000429349,"010010204002",10,1,1,3,2,450079463,
123480867,1585283,2011000429349,"010010208021",39,1,1,1,0,,500146153
123480868,1585283,2011000429349,"010010208021",38,2,1,2,1,,500137264
123480870,1585283,2011000429349,"010010208021",9,1,1,4,2,450087279,
123480883,1581705,2011000429349,"010010206001",39,1,1,1,0,,500134158
123480885,1581705,2011000429349,"010010206001",10,1,1,3,2,450087279,
123480888,1574958,2011000429349,"010010203001",38,2,1,2,1,,500138176
123480889,1574958,2011000429349,"010010203001",10,1,1,3,2,450087279,
123480890,1574958,2011000429349,"010010203001",9,1,1,4,2,450087279,
123480896,1574169,2011000429349,"010010203001",38,2,1,2,1,,500140097
123480900,1573337,2011000429349,"010010201002",38,2,1,2,1,,500139413
123480901,1573337,2011000429349,"010010201002",10,1,1,3,2,450087279,
123480907,1587870,2011000429349,"010010208024",39,1,1,1,0,,500109247
123480908,1587870,2011000429349,"010010208024",38,2,1,2,1,,500139392
123480931,1576410,2011000429349,"010010204002",39,1,1,1,0,,500144328
123480932,1576410,2011000429349,"010010204002",38,2,1,2,1,,500143490
123480943,1579463,2011000429349,"010010205002",39,1,1,1,0,,500142097
123480947,1578262,2011000429349,"010010205002",39,1,1,1,0,,500143933
123480963,1584658,2011000429349,"010010208012",39,1,1,1,0,,500139392
123480964,1584658,2011000429349,"010010208012",38,2,1,2,1,,500144114
123480976,1573037,2011000429349,"010010201002",38,2,1,2,1,,500135238
123481090,1588655,2011000429577,"010010209001",62,2,1,1,0,,
123481091,1588655,2011000429577,"010010209001",76,1,1,2,1,,
123481100,1592748,2011000429577,"010010211003",62,2,1,1,0,,
123481103,1590961,2011000429577,"010010210002",76,1,1,2,1,,
123481105,1587266,2011000429577,"010010208023",76,1,1,2,1,,
123481290,1591838,2011000429719,"010010211001",18,2,2,3,2,450087280,
123481291,1591838,2011000429719,"010010211001",41,1,2,2,1,,
123481298,1591117,2011000429719,"010010210002",16,1,2,4,2,450077319,
123481299,1591117,2011000429719,"010010210002",14,1,2,5,2,450077319,
123481301,1591117,2011000429719,"010010210002",41,1,2,2,1,,
123481302,1591117,2011000429719,"010010210002",40,2,2,1,0,,500135739
123481313,1591793,2011000429719,"010010211001",16,1,2,4,2,450087280,
123481314,1591793,2011000429719,"010010211001",14,1,2,5,2,450087280,
123481315,1591793,2011000429719,"010010211001",18,2,2,3,2,450087280,
123481316,1591793,2011000429719,"010010211001",41,1,2,2,1,,
123481328,1580108,2011000429719,"010010205002",16,1,2,4,2,450087280,
123481331,1580108,2011000429719,"010010205002",41,1,2,2,1,,
123481333,1573705,2011000429719,"010010202001",16,1,2,4,2,450087280,
123481334,1573705,2011000429719,"010010202001",14,1,2,5,2,450087280,
123481337,1573705,2011000429719,"010010202001",40,2,2,1,0,,500110186
123487209,1577038,2011000439744,"010010204004",63,2,1,1,0,,500143765
123487210,1585446,2011000439744,"010010208021",63,2,1,1,0,,500143368
123487217,1591430,2011000439744,"010010210002",63,2,1,1,0,,500142243
123487219,1583790,2011000439744,"010010208011",63,2,1,1,0,,500143973
123488024,1587100,2011000440728,"010010208023",57,1,1,2,1,,500109247
123488025,1587100,2011000440728,"010010208023",52,2,1,1,0,,500145047
123488038,1581214,2011000440728,"010010206001",57,1,1,2,1,,500137284
123488039,1581214,2011000440728,"010010206001",52,2,1,1,0,,500143765
123488040,1585830,2011000440728,"010010208022",57,1,1,2,1,,500145079
123488046,1574258,2011000440728,"010010203001",57,1,1,2,1,,500144968
123488047,1574258,2011000440728,"010010203001",52,2,1,1,0,,500144937
123488718,1579759,2011000441767,"010010205002",51,1,1,1,0,,500129671
123488728,1577137,2011000441767,"010010205001",51,2,1,2,1,,500146077
123488729,1577137,2011000441767,"010010205001",11,2,1,4,2,450087281,
123488730,1577137,2011000441767,"010010205001",51,1,1,1,0,,500140989
123488732,1584114,2011000441767,"010010208012",51,2,1,2,1,,500144803
123488736,1577188,2011000441767,"010010205001",51,2,1,2,1,,500138562
123488738,1577188,2011000441767,"010010205001",51,1,1,1,0,,500143370
123488739,1577188,2011000441767,"010010205001",15,2,1,3,2,450087280,
123488747,1589132,2011000441767,"010010209002",15,2,1,3,2,450084530,
123488748,1573118,2011000441767,"010010201002",51,2,1,2,1,,500134693
123488750,1573118,2011000441767,"010010201002",51,1,1,1,0,,500135625
123488756,1584518,2011000441767,"010010208012",51,2,1,2,1,,500137333
123488758,1584518,2011000441767,"010010208012",51,1,1,1,0,,500143558
123488759,1584518,2011000441767,"010010208012",15,2,1,3,2,450087280,
123488761,1586587,2011000441767,"010010208022",11,2,1,4,2,450087282,
123488772,1575784,2011000441767,"010010204002",51,2,1,2,1,,500145901
123488775,1575784,2011000441767,"010010204002",15,2,1,3,2,450087280,
123488792,1579011,2011000441767,"010010205002",51,2,1,2,1,,500140978
123488794,1579011,2011000441767,"010010205002",51,1,1,1,0,,500141502
123488795,1579011,2011000441767,"010010205002",15,2,1,3,2,450087280,
123488800,1583953,2011000441767,"010010208011",51,2,1,2,1,,500144812
123488801,1583953,2011000441767,"010010208011",11,2,1,4,2,450087281,
123488802,1583953,2011000441767,"010010208011",51,1,1,1,0,,500139440
123488803,1583953,2011000441767,"010010208011",15,2,1,3,2,450087280,
123488806,1584100,2011000441767,"010010208012",51,1,1,1,0,,500145079
123488807,1584100,2011000441767,"010010208012",15,2,1,3,2,450087280,
123488818,1584811,2011000441767,"010010208021",51,1,1,1,0,,500144846
123488819,1584811,2011000441767,"010010208021",15,2,1,3,2,450087280,
123488824,1575707,2011000441767,"010010204001",51,2,1,2,1,,500135743
123488837,1576750,2011000441767,"010010204003",11,2,1,4,2,450087281,
123488838,1576750,2011000441767,"010010204003",51,1,1,1,0,,500137333
123488839,1576750,2011000441767,"010010204003",15,2,1,3,2,450087280,
123488844,1577358,2011000441767,"010010205001",51,2,1,2,1,,500143915
123488846,1577358,2011000441767,"010010205001",51,1,1,1,0,,500142242
123488847,1577358,2011000441767,"010010205001",15,2,1,3,2,450087280,
123488850,1585145,2011000441767,"010010208021",51,1,1,1,0,,500143260
123488851,1585145,2011000441767,"010010208021",15,2,1,3,2,450084530,
123488868,1579542,2011000441767,"010010205002",51,2,1,2,1,,500143427
123488879,1591492,2011000441767,"010010210002",15,2,1,3,2,450077319,
123488889,1576187,2011000441767,"010010204002",11,2,1,4,2,450087281,
123488890,1576187,2011000441767,"010010204002",51,1,1,1,0,,500139804
123488892,1588669,2011000441767,"010010209001",51,2,1,2,1,,500139792
123488911,1582456,2011000441767,"010010206002",15,2,1,3,2,450087280,
123488920,1584066,2011000441767,"010010208012",51,2,1,2,1,,500133644
123488921,1584066,2011000441767,"010010208012",11,2,1,4,2,450087282,
123488933,1586495,2011000441767,"010010208022",11,2,1,4,2,450087282,
123488943,1574768,2011000441767,"010010203001",15,2,1,3,2,450087280,
123488944,1581101,2011000441767,"010010205003",51,2,1,2,1,,500135811
123488952,1577328,2011000441767,"010010205001",51,2,1,2,1,,500129789
123488953,1577328,2011000441767,"010010205001",11,2,1,4,2,450087281,
123488954,1577328,2011000441767,"010010205001",51,1,1,1,0,,500137060
123488972,1588622,2011000441767,"010010209001",51,2,1,2,1,,500139392
123488974,1588622,2011000441767,"010010209001",51,1,1,1,0,,500146087
123488977,1581440,2011000441767,"010010206001",11,2,1,4,2,450087282,
123488979,1581440,2011000441767,"010010206001",15,2,1,3,2,450087280,
123488992,1579333,2011000441767,"010010205002",51,2,1,2,1,,500110549
123488993,1579333,2011000441767,"010010205002",11,2,1,4,2,450087281,
123488995,1579333,2011000441767,"010010205002",15,2,1,3,2,450087280,
123489006,1574705,2011000441767,"010010203001",51,1,1,1,0,,500143461
123489018,1588081,2011000441767,"010010208024",51,1,1,1,0,,500109452
123489020,1577912,2011000441767,"010010205002",51,2,1,2,1,,500141503
123492092,1578602,2011000446660,"010010205002",57,1,1,2,1,,500145941
123492102,1580485,2011000446660,"010010205003",18,2,1,3,2,450087280,
123492103,1580485,2011000446660,"010010205003",54,2,1,1,0,,500143765
123492124,1586474,2011000446660,"010010208022",57,1,1,2,1,,500144430
123492125,1586474,2011000446660,"010010208022",16,2,1,4,2,450087280,
123492130,1579540,2011000446660,"010010205002",18,2,1,3,2,450087280,
123492131,1579540,2011000446660,"010010205002",54,2,1,1,0,,500144237
123492132,1579540,2011000446660,"010010205002",57,1,1,2,1,,500140662
123492133,1579540,2011000446660,"010010205002",16,2,1,4,2,450087280,
123492134,1572763,2011000446660,"010010201001",18,2,1,3,2,450087280,
123492137,1572763,2011000446660,"010010201001",16,2,1,4,2,450087280,
